年份,病种,住院总费用,住院统筹支付,住院人次
2007,疱疹样口炎,4387.09,3116.79,1
2007,子宫内膜瘤(子宫腺肌瘤),5377.84,3112.1,1
2007,下泌尿道结石 NOS,5256.15,3110.94,1
2007,梭形细胞肉瘤,5495.86,3093.52,1
2007,陈旧性胸椎结核,4741.96,3080.9,1
2007,阑尾脓肿,5601.18,3073.97,1
2007,皮肤和皮下组织的感染,4913.05,3049.69,1
2007,感染性关节炎,5883.16,3040.46,1
2007,异色性虹膜炎,4997.94,3032.12,1
2007,糖尿病合并其他特指的并发症,3989.36,3023.64,1
2007,动脉硬化性心血管病,4605.33,3017.07,1
2007,慢性肾衰竭,4572.65,2999.18,1
2007,宫颈恶性肿瘤,5045.91,2997.24,1
2007,焦虑型神经官能症,4829.4,2980.58,1
2007,结肠囊肿,4292.97,2972.42,1
2007,头.面.颈部脂肪瘤 (M88500/0),4859.96,2968.54,1
2007,肱骨头骨折,4388.62,2887.18,1
2007,海绵状血管瘤 (D18.0),4262.02,2863.1,1
2007,糖尿病性神经元性膀胱炎,4159.31,2839.92,1
2007,为妊娠合并子宫肌瘤给予的孕产妇医疗,5568.1,2822.31,1
2007,精神障碍 NOS,4219.85,2818.66,1
2007,强迫性障碍,5239.32,2807.55,1
2007,Ⅱ度子宫脱垂,4866.06,2806.7,1
2007,胆固醇肺炎[类源性类脂性肺炎],4477.27,2788.71,1
2007,前列腺结石,4071.76,2787.66,1
2007,三踝骨折,5499.28,2774.06,1
2007,急性肾炎综合征,4472.73,2771.65,1
2007,口腔炎性肿块,3890.58,2767.91,1
2007,流行性感冒伴心肌炎，流行性感冒病毒被标明,5766.77,2765.32,1
2007,接触热食物油引起的烫伤,3219.47,2760.37,1
2007,椎管狭窄,4330.22,2758.89,1
2007,子宫内膜增生,4661.84,2757.15,1
2007,子宫脱垂 NOS,4783.01,2745.54,1
2007,闭角型青光眼,5320.5,2726.11,1
2007,眼病白内障,3638.03,2725.88,1
2007,足溃疡,3408.38,2722.5,1
2007,静脉曲张,4257.37,2701.9,1
2007,下肢静脉曲张伴溃疡,3925.41,2664.68,1
2007,结肠恶性肿瘤 NOS,5158.23,2655.66,1
2007,高血压性红细胞增多症[盖斯伯克病],4384.7,2652.41,1
2007,子宫全切除个人史,4415.91,2648.72,1
2007,急性阑尾炎伴脓肿,4641.42,2647.42,1
2007,链球菌感染综合症,3799.63,2646.9,1
2007,腘窝脓肿,4341.86,2640.63,1
2007,胆固醇性胆囊息肉伴慢性胆囊炎,4438.87,2613.71,1
2007,急性下壁心肌梗死,4079.15,2612.95,1
2007,踝骨骨折,4337.1,2609.59,1
2007,玻璃体变性,3885.93,2575.49,1
2007,脚挫伤,4302.81,2567.95,1
2007,其他贫血,4462.61,2564.24,1
2007,腕骨骨折,3912.82,2560.26,1
2007,肺结核病，仅经痰培养所证实,4097.54,2560.14,1
2007,双侧下肢离断,4227.4,2558.65,1
2007,急性胆管炎,4418.56,2553.87,1
2007,慢性纵隔炎,5310.62,2548.34,1
2007,脑(动脉)血管硬化,3695.07,2541.86,1
2007,肌瘤性肿瘤,4006,2530.05,1
2007,急性肺水肿伴心力衰竭,3369.83,2518.62,1
2007,不稳定性心绞痛,4050.16,2508.83,1
2007,高血压性偏瘫,3454.48,2484.26,1
2007,盆腔脓肿,4062.76,2472.01,1
2007,神经痛性肌萎缩,3822.23,2471.27,1
2007,化脓性胸膜炎,4110.58,2453.92,1
2007,真菌性上颌窦炎,4169.6,2438.11,1
2007,甲状腺囊肿,4413.31,2429.4,1
2007,跟腱断裂,4204.12,2425.1,1
2007,病毒性上呼吸道感染,3499.63,2423.99,1
2007,视神经麻痹,3669.21,2418.74,1
2007,脑血管病性偏瘫,3243.2,2405.08,1
2007,童年时受惊吓的经历的问题,3368.47,2402.92,1
2007,Ⅰ度子宫脱垂,4348.13,2400.05,1
2007,肾血管瘤 (M91200/0),4092.31,2375.82,1
2007,食管脓肿,3499.22,2363.74,1
2007,胸水异常所见,4031.56,2355.19,1
2007,为妊娠合并卵巢肿瘤给予的孕产妇医疗,4633.8,2352.63,1
2007,瘢痕,3974.86,2342.39,1
2007,膝关节扭伤,5082.33,2342.37,1
2007,腰背部挫伤,3607.95,2336.52,1
2007,食管异物，经腔口进入,4068.58,2313.28,1
2007,结节性痒疹[海德氏病],3966.98,2309.6,1
2007,甲状腺良性肿瘤,3836.95,2306.86,1
2007,声带其他疾患,4515.75,2296.39,1
2007,肠道感染,4264.83,2294.77,1
2007,表皮样囊肿,4265.23,2294.51,1
2007,会厌囊肿,3534.27,2287.23,1
2007,肝功能不全,3804.65,2271.15,1
2007,抽搐状态,3399.6,2254.3,1
2007,子宫颈继发恶性肿瘤,3757.42,2246.46,1
2007,骨折畸形愈合,3425.31,2246.14,1
2007,糜烂性食道炎,3857.78,2237.92,1
2007,下肢静脉梗阻,3139.5,2231.94,1
2007,阴道后壁脱垂(直肠膨出),3230.91,2222.95,1
2007,陈旧性肩关节脱位,3685.09,2212.3,1
2007,胆管结石伴(慢性)胆囊炎,3499.93,2206.61,1
2007,脑血管病后遗症,3607.28,2205.17,1
2007,继发性帕金森综合征,3197.63,2198.09,1
2007,丙型病毒性肝炎,4872.68,2197.05,1
2007,脑挫伤,4634.73,2190.04,1
2007,小脑萎缩,3450.41,2183.17,1
2007,肺尘埃沉着病[尘肺],3145.77,2176.69,1
2007,急性风湿性心脏病,3581.78,2166.26,1
2007,肝管结石,3216.08,2165.03,1
2007,癌症性恶病质,3028.27,2149.72,1
2007,耳聋 NOS,3497.02,2146.1,1
2007,重症肺炎,3188.68,2139.39,1
2007,胃底静脉曲张,5047.3,2138.19,1
2007,骨折固定术后骨缺血坏死,3630.62,2128.03,1
2007,肺纤维化,3212.37,2127.15,1
2007,上颌恶性肿瘤,3368.85,2127.14,1
2007,高血压性心力衰竭,3210.18,2122.51,1
2007,心室扩大,3394.76,2120.87,1
2007,尿道狭窄,3464.14,2110.94,1
2007,子宫平滑肌瘤 (M88900/0),3870.41,2102.83,1
2007,扁桃体角化症,4178.77,2102.59,1
2007,创伤性脑血肿,2871.61,2086.13,1
2007,乳头状癌 NOS,2622.67,2079.49,1
2007,胆囊切除术后,3499.35,2070.58,1
2007,慢性气肿型支气管炎,3457.21,2065.97,1
2007,腿蜂窝织炎,3325.29,2062.13,1
2007,高血压性视网膜病,3884.9,2059.66,1
2007,慢性粟粒性肺结核,3241.2,2058.68,1
2007,变态反应性支气管哮喘,3855.11,2039.83,1
2007,非创伤性颅内出血,3014.96,2039.49,1
2007,红白血病[AEL] Ｍ6型 (M98400/3),4943.73,2038.14,1
2007,其他焦虑障碍,3643.16,2035.92,1
2007,氟骨症,4224.39,2035.04,1
2007,迟发型哮喘,3292.41,2025.22,1
2007,扁桃体周围蜂窝组织炎,3335.52,2025.14,1
2007,迷路性眩晕,3064.19,2013.65,1
2007,急进型肾小球肾炎,3279.89,2006.74,1
2007,低钙血症,2800.05,2003.5,1
2007,输卵管粘连梗阻,3341.23,2002.31,1
2007,息肉性胆囊炎,3468.12,1994.2,1
2007,老年性初期白内障,3188.2,1992.33,1
2007,疱疹病毒感染[单纯性疱疹],2844.5,1990.42,1
2007,颈内动脉供血不足,2868.73,1989.57,1
2007,肺部阴影,3361.89,1971.31,1
2007,陈旧性尺、桡骨骨折,4111.48,1969.54,1
2007,慢性咽鼓管及鼓室炎,4799.77,1968.84,1
2007,胆石病,3848.61,1967.14,1
2007,骨痛,3108.58,1965.66,1
2007,化脓性喉炎,3148.83,1953.52,1
2007,心肾衰竭,3317,1940.49,1
2007,麻醉药和治疗性气体的中毒,2711.31,1932.06,1
2007,坐骨骨折,3940.98,1927.06,1
2007,急性心内膜炎,2926.6,1914.44,1
2007,肝性糖尿病,3706.08,1910.82,1
2007,胆管结石伴梗阻,3499.95,1906.79,1
2007,其他甲状腺功能减退症,2728.27,1901.2,1
2007,神经功能失调,3238.64,1899.44,1
2007,颈部痈,2376.5,1888.39,1
2007,肩骨折,3418.73,1878.36,1
2007,多发性骨髓瘤和恶性浆细胞肿瘤 (M973，M9830，/3),2305.35,1873.31,1
2007,舌囊肿,2690.93,1851.26,1
2007,高血压性心脏病及肾脏病 NOS,2982.6,1846.71,1
2007,脊髓横贯性损害,3195.89,1845.61,1
2007,腱鞘囊肿,3213.06,1843.58,1
2007,糖尿病性神经病变,2792.78,1838.79,1
2007,碘原性甲状腺机能亢进,2653.97,1835.21,1
2007,腰部扭伤,3432.01,1831.38,1
2007,下肢溃疡,2642.26,1824.28,1
2007,肢体肿胀,3423.5,1816.41,1
2007,胸腰椎间盘变性,2280.15,1815.78,1
2007,咽喉异物,3945.79,1809.83,1
2007,胆囊、胆道和胰腺疾患,3479.9,1806.1,1
2007,亚急性粟粒性肺结核,2672.65,1803.01,1
2007,食管、胃和十二指肠疾病,2510.7,1798.64,1
2007,喉部异物,3389.69,1797.38,1
2007,肺栓塞，伴急性肺原性心脏病,3149.25,1793.6,1
2007,面部挫裂伤,3549.95,1793.37,1
2007,鼻甲息肉,2589.62,1791.64,1
2007,脑膜脑膨出,2731.03,1777.51,1
2007,肺肿物,3466.94,1774.18,1
2007,高血压性心脏病和肾脏病伴有(充血性)心力衰竭,2680.51,1768.65,1
2007,原发性甲状旁腺机能亢进,2830.08,1767.81,1
2007,子宫多发性平滑肌瘤 (M88900/0),3306.28,1750.85,1
2007,鼻咽后壁咽扁桃体恶性肿瘤,2804.97,1739.96,1
2007,卵巢畸胎瘤 (M90801/0),3023.62,1736.74,1
2007,矽肺结核病(矽肺并发肺结核病),3294.66,1735.27,1
2007,人工髋关节置换术后功能障碍,3378.87,1725.76,1
2007,肝脾肿大 NOS,3034.23,1724.48,1
2007,流行性肌炎,2932.12,1709.15,1
2007,胸部损伤,2516.13,1697.52,1
2007,腰椎关节紊乱,2764.94,1695.33,1
2007,慢性化脓性鼻窦炎,2536.11,1689.11,1
2007,阵发性心动过速,2436.26,1687.91,1
2007,腘窝[贝克]囊肿,3019.71,1679.4,1
2007,慢性风湿性心瓣膜炎,2324.99,1678.44,1
2007,胆道术后胆道感染,2989.83,1676.34,1
2007,多发性结核病,2494.72,1674.09,1
2007,肾盂积水，伴有肾和输尿管结石梗阻,3481.71,1665.69,1
2007,结节病,3018.28,1642.43,1
2007,慢性阻塞性支气管炎,2424.83,1639.4,1
2007,老年性心肌炎,2577.17,1637.5,1
2007,空洞型肺结核，未提及细菌学或组织学的证实,2390.1,1633.05,1
2007,小动脉性肾炎,3309.12,1630.28,1
2007,疱疹病毒性咽炎,2537,1623.33,1
2007,脐疝,2410.8,1623.21,1
2007,睾丸鞘膜肉芽肿伴积液,2787.04,1611.22,1
2007,慢性萎缩性胃炎,2145.71,1606.71,1
2007,扁桃腺炎,2610.02,1602.19,1
2007,特发性房颤,2416.52,1600.84,1
2007,急性侧壁心肌梗死,2373.47,1599.61,1
2007,盆腔肿物,2700.36,1593.43,1
2007,输卵管妊娠流产,3029.48,1593,1
2007,成(母)脂肪细胞瘤 (D17.-),2649.46,1587.32,1
2007,精神抑郁症,2441.59,1582.11,1
2007,急性化脓性鼻窦炎,2231.15,1575.07,1
2007,畸胎瘤 NOS,3224.23,1572.68,1
2007,横结肠良性肿瘤,2826.24,1560.15,1
2007,中毒性心肌炎,2489.03,1551.71,1
2007,萎缩性胃炎,3002.06,1549.95,1
2007,唇及口腔粘膜的其他疾病,2568.91,1540.31,1
2007,液气胸,2783.98,1538.87,1
2007,植入人工晶体异位,2635.41,1528.67,1
2007,子宫颈炎,3009.88,1514.44,1
2007,足损伤,2520.99,1510.78,1
2007,间质性肾炎,2528.4,1510.17,1
2007,口腔炎,2477.8,1509.09,1
2007,腰椎脱位,2326.52,1507.16,1
2007,颈部脓肿,2439.91,1501.2,1
2007,急性肝衰竭,2679.59,1497.87,1
2007,老年性癫痫,2517.4,1495.63,1
2007,变形性脊柱炎,2595.86,1489.84,1
2007,心脏术后低心排综合征,2456.74,1484.39,1
2007,踝关节扭伤,3436.51,1482.26,1
2007,宫颈炎性疾病,3455.41,1481.81,1
2007,肺恶性淋巴瘤 (M95900/3),3461.79,1480.1,1
2007,血管瘤 NOS (D18.0),2620.69,1472.56,1
2007,颈臂综合征,4135.52,1470.6,1
2007,幽门失弛缓症,2353.8,1469.92,1
2007,双侧髋关节骨性关节炎(病),2016,1467.95,1
2007,眼睑内翻,1955.9,1464.15,1
2007,青光眼性白内障,2085.42,1450.21,1
2007,流感嗜血杆菌感染(H.流感杆菌),2837.81,1448.92,1
2007,梗阻性黄疸(胆囊),2741.55,1443.1,1
2007,单纯癌,2618.58,1439.65,1
2007,血吸虫肝,2510.25,1439.26,1
2007,急性输尿管炎,2774.89,1437.55,1
2007,肺石病,2429.32,1437.44,1
2007,先天性贫血,2123.1,1429.99,1
2007,眼睑炎,1914.33,1420.98,1
2007,腰骶椎间盘变性,1900,1413.58,1
2007,未特指的糖尿病,2734.95,1412.29,1
2007,化脓性腮腺炎,2035.8,1411.37,1
2007,一过性脑缺血,2268.13,1406.82,1
2007,胃恶性肿瘤,50013.43,1402.82,1
2007,过敏性鼻炎(变应性鼻炎),2541.68,1400.61,1
2007,黄疸 NOS,2835.55,1399.65,1
2007,肾上腺皮质腺瘤 (M83700/0),2718.65,1391.95,1
2007,慢性化脓性上颌窦炎,1996.21,1388.85,1
2007,睾丸积液(精索、鞘膜),2728.79,1387.98,1
2007,焦虑性抑郁症,2516.11,1374.54,1
2007,偏瘫,2371.67,1372.42,1
2007,肋软骨炎,2474.41,1366.34,1
2007,急性鼻窦脓肿,2301.35,1364.22,1
2007,急性毛细支气管炎,1928.87,1360.01,1
2007,尿内儿茶酚胺水平升高,2048.23,1357.17,1
2007,溃疡性痔,2377.12,1357.07,1
2007,胆囊切除术后综合征,2016.78,1355.31,1
2007,眼睑炎和睑板囊肿,1997.38,1351.6,1
2007,十二指肠溃疡伴出血,1991.65,1346.95,1
2007,十二指肠球部溃疡伴出血,1991.04,1344.9,1
2007,神经痛和神经炎,1934.33,1343.86,1
2007,药物性肝炎,2517.24,1341.94,1
2007,溃疡性龈炎,2145.92,1340.36,1
2007,急性粟粒性肺结核,2257.18,1321.11,1
2007,应激性溃疡伴出血,1953.54,1315.58,1
2007,结石性肾盂肾炎,1854.6,1308.84,1
2007,阴道前后壁脱垂,2477.06,1306.64,1
2007,红白血病,4222.26,1306.41,1
2007,化脓性鼻窦炎,2061.3,1306.13,1
2007,颈部周围神经损伤,2128.98,1303.17,1
2007,失盐综合征[索恩综合征],2905.95,1301.43,1
2007,外伤性喉蹼,2402.92,1295.88,1
2007,淋巴回流障碍,2438.71,1287.86,1
2007,慢性肾功能衰竭,2065.19,1275.42,1
2007,包皮龟头炎,2259.74,1273.28,1
2007,胃占位病变,2624.25,1272.67,1
2007,原发性肺结核，未提及细菌学或组织学的证实,2181.5,1271.08,1
2007,外源性支气管哮喘,1926,1269,1
2007,脑膜瘤 (M95300/0),2345.63,1264.28,1
2007,原发性双侧髋关节病,2351.6,1262.91,1
2007,流行性感冒性咽炎,2025,1260.61,1
2007,神经性头痛,1989.58,1257.98,1
2007,甲状腺炎性包块,2445.83,1253.57,1
2007,副鼻窦炎,2043.12,1251.26,1
2007,淋巴管和淋巴结的其他非感染性疾患,2352.1,1224.8,1
2007,肺囊肿,2056.91,1222.57,1
2007,肺弥漫性间质病变,1999.56,1219.82,1
2007,精索静脉曲张,2638.2,1208.68,1
2007,缺血性心脏病,2030.87,1207.8,1
2007,阵发性血尿,1812.56,1202.73,1
2007,肛门囊肿,2176.86,1199.35,1
2007,分类于他处的疾病引起的循环系统的其他疾患,1889.02,1194.16,1
2007,耳廓挫伤,1841,1194.07,1
2007,慢性病毒性肝炎,1719.49,1192.99,1
2007,其他急性病毒性肝炎,2450.57,1187.14,1
2007,慢性肾盂炎 NOS,2343.23,1186.14,1
2007,胸壁脓肿,2154.44,1186.11,1
2007,截瘫,1913.85,1185.22,1
2007,尿道息肉,1832.34,1179.25,1
2007,上肢感染,2135.53,1175.17,1
2007,慢性混合的单纯性支气管炎,2597.71,1158.31,1
2007,营养性贫血,2168.9,1155.48,1
2007,眼睑皮脂腺囊肿,1780.45,1154,1
2007,高血压性肾炎,1921.21,1150.85,1
2007,阑尾周围脓肿,1545.91,1141.16,1
2007,心境[情感]障碍,1780.61,1138.95,1
2007,急性化脓性咽峡炎,2650.65,1128.29,1
2007,急性阑尾炎伴腹膜炎,1849.61,1126.76,1
2007,非丝虫性乳糜腹水,1842.06,1123.4,1
2007,慢性鼻炎、鼻咽炎和咽炎,1952.74,1123.31,1
2007,结核性肛瘘,1773.53,1121.96,1
2007,鼻前庭囊肿,1959.7,1119.04,1
2007,妊娠期痔,1978.67,1118.22,1
2007,肱骨近端骨折,2439.27,1104.06,1
2007,胆固醇性胆囊炎,1778.35,1102.14,1
2007,腹部肿物,2295.11,1096.06,1
2007,心脏搏动异常,1784.07,1085.03,1
2007,间歇性血尿,1605.32,1083.97,1
2007,胃结石,1744.74,1081.25,1
2007,脑动脉痉挛,1587.8,1080.4,1
2007,肛门直肠脓肿,1960.62,1075.47,1
2007,感染性结膜炎,2091.51,1069.81,1
2007,舌下腺囊肿,2164.44,1068.92,1
2007,下颌骨囊肿,1696.33,1064.21,1
2007,直肠癌根治手术,2492.23,1051.73,1
2007,复发性葡萄膜炎,1867.3,1048.5,1
2007,粉刺癌 NOS (C50.-),1686.63,1047.53,1
2007,泪囊瘘,1952.1,1040.21,1
2007,宫颈、外阴和阴道的上皮内肿瘤(重度发育不良Ⅲ级),2206.24,1031.69,1
2007,白细胞减少症,1565.58,1025.85,1
2007,骨关节病,2554.94,1024.89,1
2007,鼻炎,1795.3,1022.83,1
2007,前臂开放性外伤累及肌腱,1687.71,1020.6,1
2007,腋下淋巴结肿大,1714.06,1019.64,1
2007,膀胱恶性肿瘤,1436.32,1015.51,1
2007,带状疱疹 NOS,1607.14,1015.01,1
2007,尺神经炎,1599.68,1014.7,1
2007,出血性内痔,1911.53,1013.68,1
2007,胼胝,2178.43,1009.43,1
2007,真菌性角膜炎,1627.83,1007.08,1
2007,结肠溃疡,3107.28,1000.63,1
2007,眼角膜溃疡穿孔,1610.18,993.43,1
2007,持续性血尿,1952.99,993.12,1
2007,硬化性骨髓炎,1974.89,991.1,1
2007,呼吸道合胞病毒肺炎,1603.91,985.49,1
2007,阴道壁囊肿,1977.13,984.58,1
2007,急性十二指肠球部溃疡并出血,2244.99,974.86,1
2007,玻璃体和眼球疾患,1798.58,972.5,1
2007,瓣膜切开术后综合征,1598.22,972.32,1
2007,伤寒,1944.96,971.3,1
2007,部位和程度未特指的烫伤,1793.56,970.51,1
2007,阻塞性乳腺炎(瘀积性),1710.06,969.83,1
2007,卵巢巧克力样囊肿[桑普森囊肿],2126.55,958.01,1
2007,耳鸣、耳聋、眩晕综合征,1716.39,949.15,1
2007,先天性外耳畸形,1737.91,939.68,1
2007,中枢神经系统的病毒性感染,1632.58,933.59,1
2007,右心衰竭,1475.9,932.05,1
2007,趾(皮)感染,1681.99,919.78,1
2007,慢性根尖牙周炎,1931.73,918.9,1
2007,直肠结核病,1465.28,916.08,1
2007,口腔恶性肿瘤 NOS,1490.58,913.45,1
2007,皮脂囊肿(粉瘤),1899.72,907.4,1
2007,晕厥和虚脱,1631.73,900.17,1
2007,脂溢性湿疹,1830.94,900.06,1
2007,芳香类止痛药中毒,1800.15,896.48,1
2007,结节性多动脉炎(全动脉炎)(坏死性血管炎）,2339.18,894.8,1
2007,牙周脓肿,1620.4,890.46,1
2007,急性泪腺炎,1465.8,888.28,1
2007,腮腺囊肿,1625.16,886.89,1
2007,紫癜,1242.42,881.16,1
2007,淋球菌性附睾炎,1504.33,880.64,1
2007,急性附睾炎,1427.94,879.96,1
2007,症状性癫痫,1648.64,874.51,1
2007,胃肠炎(出血性)(急性),1526.21,874.12,1
2007,缩窄性心包炎,1945.35,873.55,1
2007,软腭穿通伤,1369.77,871.9,1
2007,霉菌性泌尿系感染,1898.84,871.42,1
2007,钩虫病性贫血,1436.15,869.7,1
2007,细菌性食物中毒,1975.37,864.56,1
2007,下肢多部位开放性外伤伴并发症,1396.4,860.41,1
2007,皮肤和皮下组织的局部肿胀、肿物和肿块,1503.35,857.81,1
2007,手术后尿潴留,1701.12,857.58,1
2007,副乳头,1855.25,850.83,1
2007,急性水肿性胰腺炎,1607.36,848.16,1
2007,心肌功能不全[心肌衰竭],1338.35,847.29,1
2007,胆总管结石伴急性胆囊炎,1596.02,835.23,1
2007,骨坏死,1589.24,834.19,1
2007,后天性肠血管畸形,1618.7,829.46,1
2007,为初产头浮(足月头高)给予的孕产妇医疗,3294.44,824.3,1
2007,眼前房出血,1880.17,813.14,1
2007,先天性肾囊肿,1641.73,812.35,1
2007,剖腹产使用个人史,3224.54,812.23,1
2007,神经瘤 NOS,1370.94,812.13,1
2007,尺、桡骨骨干骨折,1334.39,811.58,1
2007,脑血管病恢复期,1578.95,809.83,1
2007,肺泡细胞癌 (C34.-),1470.65,808.96,1
2007,膝关节疼痛综合征,1354.34,804.97,1
2007,特应性皮炎,1248.08,802.48,1
2007,疱疹病毒性咽扁桃体炎,1343.22,792.8,1
2007,踝和足Ⅱ度烧伤,1347.3,792.46,1
2007,老年精神病态,1416.47,792.04,1
2007,肾盂结石,1889.2,791.04,1
2007,肺血管病 NOS,1351.51,789.11,1
2007,假临产,3312.77,788.98,1
2007,心绞痛 NOS,1266.5,788.45,1
2007,肠的其他疾病,1252.54,779.44,1
2007,妊娠并发心律失常,1673.63,774.65,1
2007,软组织感染,1455.28,774.49,1
2007,幽门管溃疡,2078.5,770,1
2007,腰椎结核,1885.55,766.94,1
2007,上颌骨纤维增生,1478.87,766.75,1
2007,骶骨骨折,2036.5,763.72,1
2007,肛门瘘管,1340.38,763.07,1
2007,急性胃十二指肠溃疡,1200.46,760.16,1
2007,低血钾性周期性麻痹,1735.52,755.28,1
2007,眼球积血,1685.5,754.88,1
2007,大脑恶性肿瘤,1426.89,753.71,1
2007,肝肾功能衰竭,1483.87,742.62,1
2007,慢性咽喉痛,1587.63,728.47,1
2007,躯干部疖,1359.56,725.65,1
2007,胃－食管反流性疾病,1902.91,724.99,1
2007,血管扩张,1286.51,724.42,1
2007,急性颈椎扭伤,1421.69,706.01,1
2007,心肌劳损,1244.21,702.11,1
2007,创伤后伤口感染，NEC,1384.72,698.37,1
2007,急性增殖腺(体)炎,1710.39,696.82,1
2007,肢体闭塞性动脉硬化,1545.25,695.97,1
2007,左支气管肺恶性肿瘤,1020.47,693.74,1
2007,酒精性脂肪肝,1647.4,690.91,1
2007,病窦综合征[慢－快综合征],1217.71,689.28,1
2007,先兆临产,2518.97,687.95,1
2007,其他肿瘤,1259.87,681.05,1
2007,升结肠恶性肿瘤,1244.17,678.58,1
2007,坏死性外耳道炎[恶性外耳道炎],1419.34,677.02,1
2007,肛门生殖器瘙痒症 NOS,1637.65,674.07,1
2007,胆囊管梗阻,1648.99,673.89,1
2007,甲亢性精神病,1346.07,661.43,1
2007,肺结核病，经组织学所证实,1471.33,660.8,1
2007,足骨折 NOS,1434.92,658.27,1
2007,接触性荨麻疹,1736.93,657.23,1
2007,疼痛，不可归类在他处者,1153.31,656.81,1
2007,化脓性关节炎,1185.98,656.37,1
2007,陈旧性股骨颈骨折,2077.28,636.15,1
2007,腭部溃疡,1256.42,636.1,1
2007,慢性酒精性脑病,1275.14,634.86,1
2007,乙型病毒性肝炎,1355.19,631.3,1
2007,血管神经性头痛,1184.29,631.18,1
2007,脑膜炎球菌性败血症,1424.82,630.24,1
2007,水肿性喉炎,1014.54,629.14,1
2007,锁骨下动脉动脉瘤,1198.67,620.01,1
2007,其他急性下呼吸道感染,1129.63,613.68,1
2007,关节肿物,1128.88,602.64,1
2007,直肠出血,1416.19,599.91,1
2007,顽固性贫血 NOS (D46.4),1227.6,591.02,1
2007,手开放性外伤伴并发症,1115.96,588.42,1
2007,绝经期和其他围绝经期和疾患,1827.28,587.55,1
2007,踝关节半脱位,1215.19,585.57,1
2007,多发性硬化,1079.6,584.31,1
2007,矽肺性肺纤维化,981,583.83,1
2007,腱鞘炎,1005.81,575.54,1
2007,声带恶性肉芽肿,1275.85,575.26,1
2007,口腔粘膜出血,1193.68,573.68,1
2007,急性阑尾炎及阑尾周围炎,949.91,573.17,1
2007,卵巢子宫内膜异位囊肿,1315.19,570.01,1
2007,鼻结石,1484.94,569.78,1
2007,肾炎(肾小球肾炎) NOS,1147.78,553.04,1
2007,药物过敏反应,1297.37,550.83,1
2007,肝内胆管炎,1068.61,548.48,1
2007,青光眼合并白内障,1041.56,548.37,1
2007,绞痛 NOS,1305.2,547.91,1
2007,踝部擦伤,1345.62,541.69,1
2007,系统性红斑狼疮 NOS,1294.07,541.02,1
2007,慢性中耳炎,1061.25,539.15,1
2007,胆汁郁积症,1414.64,538.73,1
2007,肛门和直肠区脓肿,1208.73,537.34,1
2007,全身性疼痛,945.89,534.72,1
2007,其他多神经病,1167.45,531,1
2007,肌肉良性肿瘤,1166.09,529.5,1
2007,腰部损伤,1084.45,518.74,1
2007,支气管炎 NOS(年龄 在15岁以上儿童未特指急性或慢性者),1145.18,514.75,1
2007,附睾-睾丸炎,1069.25,497.26,1
2007,切割伤,1175.75,493.25,1
2007,颅内占位性病变,1312.11,492.07,1
2007,输尿管恶性肿瘤,1004.18,486.98,1
2007,急性鼻炎,1243.39,483.5,1
2007,外阴溃疡,1292.09,483.01,1
2007,甲状软骨骨折,1015.1,480.5,1
2007,声带麻痹(瘫痪),1205.19,478.63,1
2007,精囊炎[前列腺精囊炎],1244.43,478.61,1
2007,泌尿系统疾患 NOS,954.94,478.22,1
2007,纤维瘤 NOS,992.76,468.43,1
2007,头颈部皮下囊肿,1253.48,467.02,1
2007,颈部开放性外伤累及肌腱,1163.21,463.3,1
2007,其他风湿性心脏病,1322.19,456.7,1
2007,急性鼓膜炎,1219.45,454.22,1
2007,陈旧性膝内侧半月板损伤,1114.1,453.02,1
2007,原发性视网膜脱离,983.37,446.02,1
2007,鼻血肿,1007.94,444.69,1
2007,疱疹性水疱,798.3,443.12,1
2007,陈旧性骨髓炎,891.25,440.34,1
2007,流行性眩晕,936.93,439.45,1
2007,接触性皮炎 NOS,1332.58,424.25,1
2007,骶尾区良性肿瘤,1315.12,420.55,1
2007,慢性继发感染性支气管炎,912.07,418.8,1
2007,眼睑倒睫,1259,417.9,1
2007,后尿道狭窄,1168.76,409.56,1
2007,角膜溃疡,924.23,407.23,1
2007,结肠内异物,1063.41,398.38,1
2007,胫腓韧带撕裂,716.98,395.85,1
2007,阴唇损伤,1459.51,393.41,1
2007,感染性荨麻疹,758.85,382.11,1
2007,特发性高血压,1113.49,377.66,1
2007,纤维性脓性胸膜炎,1008.01,369.78,1
2007,手指感染,876.07,358.8,1
2007,周期性麻痹,1075.14,358.04,1
2007,水痘,1250.54,355.49,1
2007,阑尾瘘,1042.96,351.68,1
2007,慢性膀胱炎,763.4,340.66,1
2007,非淋菌性尿道炎,663.52,336.9,1
2007,癫痫样惊厥,755.93,336.27,1
2007,慢性胰腺炎急性发作,922.76,330.91,1
2007,上肢动脉穿刺后痉挛,1219.55,326.51,1
2007,皮角,773.5,323.58,1
2007,手开放性外伤累及肌腱,749.75,315.83,1
2007,肺炎休克,792.72,315.17,1
2007,皮毛过敏性皮炎,900.33,314.61,1
2007,老年性(65岁以后)痴呆,808.48,309.01,1
2007,上肢的局部肿胀、肿块和肿物,932.81,308.16,1
2007,其他反流性尿路病,1047.5,302.56,1
2007,电击伤,802.24,294.98,1
2007,皮肤异色病,593.01,287.8,1
2007,用跳下或躺倒在移动物体前的方式故意自害,826.32,280.33,1
2007,长冠牙,837.99,276.56,1
2007,带状疮疹后坐骨神经痛,828.45,271.78,1
